Argelès-Sur-Mer (France)=42;33;-3;1
Argentan (France)=48;45;0;1
Arkhangelsk (Russia)=64;34;-40;32
Arles (France)=43;40;-4;38
Armentières (France)=50;41;-2;53
Arnhem (Nederland)=51;59;-5;55
Arras (France)=50;17;-2;47
Ars-En-Ré (France)=46;13;1;31
Asansol (India)=23;41;-86;59
Aschaffenburg (Deutschland)=49;59;-9;9
Ashikawa (Japan)=43;46;-142;22
Aspe (España)=38;21;0;46
Assen (Nederland)=52;59;-6;34
Astrakhan (Russia)=46;21;-48;3
Asuncion (Paraguay)=-25;16;57;40
Athínai (Athens) (Ellas (Greece))=37;58;-23;43
Atlanta (GA) (USA)=33;44;84;23
Aubagne (France)=43;17;-5;34
Auch (France)=43;39;-0;35
Auckland (New Zealand)=-36;52;-174;46
Augsburg (Deutschland)=48;23;-10;53
Aurillac (France)=44;56;-2;27
Auvers-Sur-Oise (France)=49;4;-2;10
Auxerre (France)=47;48;-3;34
Aveiro (Portugal)=40;38;8;39
Avesnes-Sur-Helpe (France)=50;7;-3;56
Avignon (France)=43;57;-4;49
Avranches (France)=48;41;1;22
Avrigney (France)=47;20;-5;46
Baarn (Nederland)=52;13;-5;16
Babolna (Hungary)=47;38;-17;59
Bacau (Romania)=46;34;-26;55
Badajoz (España)=38;53;6;58
Bafoussam (Cameroun)=5;29;-10;24
Bagès (Tunisia)=33;53;-10;7
Bagnères-De-Bigorre (France)=43;4;-0;9
Bahia Blanca (Argentina)=-38;43;62;17
Baja (Hungary)=46;11;-18;58
Balakovo (Russia)=52;2;-47;47
Balassagyarmat (Hungary)=48;5;-19;19
Balatonboglar (Hungary)=46;46;-17;40
Balatonlelle (Hungary)=46;47;-17;41
Balmazujvaros (Hungary)=47;36;-21;21
Baltimore (MD) (USA)=39;17;76;36
Bandol (France)=43;8;-5;45
Bangalore (India)=12;59;-77;35
Banon (France)=44;2;-5;38
Banyuls-Sur-Mer (France)=42;29;-3;3
Baotou (China)=40;40;-109;59
Barcelona (España)=41;23;-2;11
Barcelona (Venezuela)=10;8;64;42
Barcelonnette (France)=44;23;-6;39
Barcs (Hungary)=45;58;-17;28
Bareilly (India)=28;21;-79;25
Bari (Italia)=40;56;-16;40
Barinas (Venezuela)=8;38;70;12
Bar-Le-Duc (France)=48;47;-5;10
Barletta (Italia)=41;19;-16;17
Barnaoul (Russia)=53;22;-83;45
Barquisimeto (Venezuela)=10;4;69;19
Bar-Sur-Aube (France)=48;14;-4;43
Basel (Bâle) (Switzerland (Suisse))=47;33;-7;35
Basse-Pointe (Martinique (France))=14;52;61;7
Basse-Terre (Guadeloupe (France))=16;10;61;40
Bastia (France)=42;42;-9;27
Bastogne (Bastenaken) (Belgium (Belgique))=50;0;-5;43
Bataszek (Hungary)=46;11;-18;44
Baton Rouge (LA) (USA)=30;27;91;9
Batouri (Cameroun)=4;26;-14;22
Baume-Les-Dames (France)=47;21;-6;22
Bayeux (France)=49;17;0;42
Bayonne (France)=43;30;1;29
Bayreuth (Deutschland)=49;57;-11;35
Beaugency (France)=47;47;-1;38
Beaune (France)=47;2;-4;50
Beauvais (France)=49;26;-2;5
Béchar (Algeria (Algérie))=31;37;2;13
Bédarieux (France)=43;37;-3;10
Bedford (Great Britain (UK))=52;8;0;29
Beijing (China)=39;55;-116;25
Béja (Tunisia)=36;44;-9;11
Bejaïa (Algeria (Algérie))=36;45;-5;5
Bekes (Hungary)=46;46;-21;8
Bekescsaba (Hungary)=46;41;-21;5
Belem (Brazil)=-1;27;48;29
Belfast (North Ireland)=54;35;5;55
Belfort (France)=47;38;-6;52
Belgaum (India)=15;52;-74;31
Belle-Île (France)=47;21;3;9
Belo Horizonte (Brazil)=-19;55;44;56
Béloeil (Québec (Canada))=45;34;73;12
Beni Mellal (Maroc (Morocco))=32;22;6;29
Berettyoujfalu (Hungary)=47;13;-21;32
Berezniki (Russia)=59;24;-56;46
Bergamo (Italia)=45;41;-9;43
Bergen (Norge (Norway))=60;23;-5;20
Bergerac (France)=44;51;-0;29
Berlin (Deutschland)=52;30;-13;25
Bern (Berne) (Switzerland (Suisse))=46;57;-7;26
Bertoua (Cameroun)=4;35;-13;41
Besançon (France)=47;15;-6;2
Bétaré Oya (Cameroun)=5;36;-14;5
Béziers (France)=43;21;-3;13
Bhagalpur (India)=25;15;-87;0
Bhaunagar (India)=21;46;-72;9
Bhopal (India)=23;16;-77;24
Bialystok (Poland (Polska))=53;9;-23;9
Biarritz (France)=43;29;1;33
Bicske (Hungary)=47;29;-18;38
Bielefeld (Deutschland)=52;1;-8;31
Bielsko-Biala (Poland (Polska))=49;49;-19;2
Bikamer (India)=28;1;-73;18
Bilbao (España)=43;15;2;58
Binche (Belgium (Belgique))=50;24;-4;10
Birmingham (AL) (USA)=33;31;86;48
Birmingham (Great Britain (UK))=52;30;1;50
Biscarosse (France)=44;24;1;10
Bizerte (Tunisia)=37;17;-9;52
Blackpool (Great Britain (UK))=53;50;3;3
Blacktown (Australia)=-33;46;-150;55
Blaye (France)=45;8;0;39
Bloemfontein (South Africa)=-29;12;-26;7
Blois (France)=47;35;-1;20
Bobo-Dioulasso (Burkina-Faso)=11;12;4;18
Bodø (Norge (Norway))=67;17;-14;23
Bogota (Colombia)=4;36;74;4
Boise (ID) (USA)=43;36;116;12
Bollène (France)=44;17;-4;45
Bologna (Italia)=44;29;-11;20
Bombay (India)=18;58;-72;50
Bonifacio (France)=41;23;-9;9
Bonn (Deutschland)=50;44;-7;5
Bonyhad (Hungary)=46;18;-18;32
Borås (Sverige (Sweden))=57;43;-12;55
Bordeaux (France)=44;51;0;34
Borlänge (Sverige (Sweden))=60;29;-15;25
Boston (MA) (USA)=42;21;71;3
Botosani (Romania)=47;45;-26;40
Bouaké (Côte d'Ivoire)=7;41;5;2
Boulogne Billancourt (France)=48;50;-2;15
Boulogne-Sur-Mer (France)=50;43;-1;37
Bourg-En-Bresse (France)=46;12;-5;13
Bourges (France)=47;5;-2;24
Bourg-La-Reine (France)=48;47;-2;19
Bourg-Saint-Maurice (France)=45;37;-6;46
Bourgueil (France)=47;17;-0;10
Bournemouth (Great Britain (UK))=50;43;1;54
Bradford (Great Britain (UK))=53;48;1;45
Braga (Portugal)=41;33;8;26
Braganca (Portugal)=41;49;6;45
Brasilia (Brazil)=-15;47;47;55
Bratislava (Slovakia)=48;9;-17;7
Braunschweig (Deutschland)=52;16;-10;31
Breda (Nederland)=51;35;-4;46
Bredasdorp (South Africa)=-34;32;-20;2
Bremen (Deutschland)=53;4;-8;49
Bremerhaven (Deutschland)=53;33;-8;34
Brescia (Italia)=45;33;-13;15
Brest (Belarus)=52;6;-23;42
Brest (France)=48;23;4;29
Brétigny-Sur-Orge (France)=48;57;-2;19
Briançon (France)=44;54;-6;39
Briansk (Russia)=53;15;-34;22
Brighton (Great Britain (UK))=50;50;0;8
Brignoles (France)=43;24;-6;4
Brindisi (Italia)=40;38;-17;56
Brisbane (Australia)=-27;28;-153;2
Bristol (Great Britain (UK))=51;27;2;35
Brive-La-Gaillarde (France)=45;10;-1;32
Brno (Czech Republic)=49;12;-16;37
Brugge (Bruges) (Belgium (Belgique))=51;13;-3;14
Bruxelles (Brussels) (Belgium (Belgique))=50;50;-4;20
Bucaramanga (Colombia)=7;2;73;8
Bucarest (Bucuresti) (Romania)=44;26;-26;6
Budakeszi (Hungary)=47;31;-18;56
Budapest (Hungary)=47;30;-19;5
Buenos Aires (Argentina)=-34;36;58;27
Buffalo (NY) (USA)=42;53;78;52
Buis-Les-Baronnies (France)=44;16;-5;16
Buk (Hungary)=47;23;-16;45
Burgas (Bulgaria)=42;30;-27;28
Burgos (España)=42;21;3;42
Burhanpur (India)=21;18;-76;14
Bursa (Türkiye (Turkey))=40;11;-29;4
Busan (Korea)=35;6;-129;2
Buxtehude (Deutschland)=53;28;-9;41
Buzau (Romania)=45;49;-26;49
Bydgoszcz (Poland (Polska))=53;38;-18;0
Cáceres (España)=39;29;6;22
Cadaqués (España)=42;17;-3;16
Cadiz (España)=36;32;6;18
Caen (France)=49;11;0;22
Cagliari (Italia)=39;13;-9;7
Cagnes-Sur-Mer (France)=43;40;-7;9
Cahors (France)=44;27;-1;27
Cairns (Australia)=-16;55;-145;46
Calais (France)=50;57;-1;50
Calcutta (India)=22;32;-88;22
Calgary (Canada)=51;3;-114;5
Cali (Colombia)=3;27;76;32
Calicut (India)=11;15;-75;46
Calvi (France)=42;34;-8;45
Calvinia (South Africa)=-31;25;-19;45
Cambrai (France)=50;10;-3;14
Cambridge (Great Britain (UK))=52;13;-0;8
Campeche (Mexico)=19;51;90;32
Canberra (Australia)=-35;17;-149;8
CancÚn (Mexico)=21;5;86;46
Cannes (France)=43;33;-7;1
Canterbury (Great Britain (UK))=51;17;1;5
Canton (China)=23;6;-113;16
Cap d'Adge (France)=43;16;-3;30
Cape Town (South Africa)=-33;55;-18;22
Capelle aan den IJssel (Nederland)=51;55;-4;35
Caracas (Venezuela)=10;30;66;56
Carbonia (Italia)=39;10;-8;31
Carcassonne (France)=43;13;-2;21
Cardiff (Great Britain (UK))=51;29;-3;13
Carentan (France)=49;18;1;15
Carlisle (Great Britain (UK))=54;54;2;55
Carpentras (France)=44;3;-5;3
Cartagena (Colombia)=10;26;75;33
Cartagena (España)=37;36;0;59
Casablanca (Maroc (Morocco))=33;39;7;35
Caserta (Italia)=41;4;-14;20
Castellane (France)=43;51;-6;31
Castellón De La Plana (España)=39;59;0;2
Castelnaudary (France)=43;19;-1;57
Castres (France)=43;37;-2;14
Catania (Italia)=37;30;-15;6
Cavaillon (France)=43;50;-5;2
Cegled (Hungary)=47;10;-19;48
Celldomolk (Hungary)=47;15;-17;9
Céreste (France)=43;51;-5;35
Ceské Budejovice (Czech Republic)=48;59;-14;28
Châlons-Sur-Marne (France)=48;57;-4;22
Chalon-Sur-Saône (France)=46;47;-4;51
Chambéry (France)=45;34;-5;56
Chamonix (France)=45;55;-6;52
Champagnole (France)=46;45;-5;55
Changchun (China)=42;53;-125;19
Charleroi (Belgium (Belgique))=50;25;-4;26
Charleston (SC) (USA)=32;46;79;55
Charleville-Mézières (France)=49;46;-4;43
Charlotte (NC) (USA)=35;13;80;50
Chartres (France)=48;27;-1;30
Château de Chambord (France)=47;37;-1;31
Château d'Oex (Switzerland (Suisse))=46;28;-7;8
Châteaubriant (France)=47;43;1;23
Châteaudun (France)=48;5;-1;20
Châteaulin (France)=48;12;4;5
Châteauroux (France)=46;49;-1;42
Châtellerault (France)=46;49;0;33
Chattanooga (TN) (USA)=35;2;85;18
Chaumont (France)=48;7;-5;8
Chaumont-Sur-Loire (France)=47;29;-1;11
Chemnitz (Deutschland)=50;50;-12;55
Chengdu (China)=30;39;-104;4
Cherbourg (France)=49;39;1;38
Chiai (Taiwan)=23;29;-120;27
Chicago (IL) (USA)=41;51;87;39
Chiclayo (Peru)=-6;46;79;51
Chicoutimi (Québec (Canada))=48;26;71;4
Chihuahua (Mexico)=28;38;106;5
Chilpancingo de los Bravos (Mexico)=17;33;99;30
Chilung (Taiwan)=25;8;-121;44
Chimbote (Peru)=-9;5;78;36
Chinon (France)=47;10;-0;15
Chiquimula (Guatemala)=14;48;89;33
Cholet (France)=47;4;0;53
Chongqing (China)=30;39;-103;41
Chostka (Ukraine)=51;52;-33;30
Christchurch (New Zealand)=-43;32;-172;38
Cincinnati (OH) (USA)=39;5;84;27
Ciudad Bolívar (Venezuela)=8;8;63;33
Ciudad De México (mexico City) (Mexico)=19;24;99;9
Ciudad Del Carmen (Mexico)=18;38;91;50
Ciudad Juárez (Mexico)=31;44;106;29
Ciudad Obregón (Mexico)=27;29;109;56
Ciudad Real (España)=38;59;3;56
Civitavecchia (Italia)=42;6;-11;48
Clermont-Ferrand (France)=45;47;-3;5
Clermont-l'Hérault (France)=43;38;-3;26
Cleveland (OH) (USA)=41;29;81;41
Coatzacoalcos (Mexico)=18;9;94;25
Cobán (Guatemala)=15;29;90;19
Cochambamba (Bolivia)=-17;24;66;9
Cochin (India)=9;58;-76;14
Cognac (France)=45;42;0;19
Coimbatore (India)=11;0;-76;58
Coimbra (Portugal)=40;12;8;25
Colmar (France)=48;5;-7;22
Como (Italia)=45;47;-9;5
Comodoro Rivadavia (Argentina)=-45;52;67;30
Compiègne (France)=49;25;-2;50
Concarneau (France)=47;53;3;55
Concepcion (Chile)=-36;50;73;3
Contrexéville (France)=48;11;-5;54
Cordoba (Argentina)=-31;24;64;11
Córdoba (España)=37;53;4;46
Cork (Ireland)=51;54;8;28
Corte (France)=42;18;-9;9
Cosenza (Italia)=39;17;-16;15
Cosne-Sur-Loire (France)=47;24;-2;55
Cottbus (Deutschland)=51;45;-14;19
Coulommiers (France)=48;49;-3;5
Coutainville (France)=49;3;1;36
Coventry (Great Britain (UK))=52;25;1;30
Covilhã (Portugal)=40;17;7;30
Cremona (Italia)=45;7;-10;2
Crotone (Italia)=39;5;-17;7
Csenger (Hungary)=47;50;-22;40
Csongrad (Hungary)=46;43;-20;9
Csurgo (Hungary)=46;16;-17;6
Cucuta (Colombia)=7;54;72;30
Cuenca (España)=40;4;2;8
Cuernavaca (Mexico)=18;55;99;15
Culiacán (Mexico)=24;48;107;24
Curignola (Italia)=41;16;-15;54
Curitiba (Brazil)=-25;25;49;15
Cuxhaven (Deutschland)=53;52;-8;42
Daegu (Korea) =35;87;-128;63
Daejeon (Korea)=36;33;-127;41
Dakar (Sénégal)=14;40;17;26
Dallas (TX) (USA)=32;46;96;47
Daloa (Côte d'Ivoire)=6;53;6;27
Dandong (China)=40;8;-124;20
Darmstadt (Deutschland)=49;53;-8;40
Darwin (Australia)=-12;28;-130;50
Dax (France)=43;43;1;3
De Aar (South Africa)=-30;39;-24;0
Deauville (France)=49;22;-0;4
Debrecen (Hungary)=47;32;-21;38
Dehra Dun (India)=30;19;-78;2
Delft (Nederland)=52;0;-4;21
Den Helder (Nederland)=52;54;-4;45
Denain (France)=50;20;-3;28
Denizli (Türkiye (Turkey))=37;46;-29;6
Denver (CO) (USA)=39;44;104;59
Derby (Great Britain (UK))=52;55;1;29
Derecske (Hungary)=47;21;-21;34
Des Moines (IA) (USA)=40;22;91;26
Dessau (Deutschland)=51;50;-12;14
Detmold (Deutschland)=51;56;-8;52
Detroit (MI) (USA)=42;20;83;3
Devavanya (Hungary)=47;2;-20;57
Devecser (Hungary)=47;6;-17;26
Deventer (Nederland)=52;15;-6;10
Die (France)=44;45;-5;22
Dieppe (France)=49;56;-1;5
Digne (France)=44;6;-6;14
Dijon (France)=47;19;-5;1
Doetinchem (Nederland)=51;58;-6;17
Dole (France)=47;6;-5;30
Dombovar (Hungary)=46;23;-18;8
Don Benito (España)=38;57;5;52
Donetsk (Ukraine)=48;0;-37;48
Dordrecht (Nederland)=51;49;-4;40
Dorog (Hungary)=47;43;-18;44
Dortmund (Deutschland)=51;31;-7;28
Douai (France)=50;22;-3;4
Douala (Cameroun)=4;3;-9;42
Douarnenez (France)=48;6;4;20
Doullens (France)=50;9;-2;21
Dourdan (France)=48;32;-2;1
Dover (Great Britain (UK))=51;8;-1;19
Drachten (Nederland)=53;6;-6;5
Draguignan (France)=43;32;-6;28
Dráma (Ellas (Greece))=41;9;-24;8
Drammen (Norge (Norway))=59;44;-10;15
Dresden (Deutschland)=51;3;-13;44
Dreux (France)=48;44;-1;22
Dublin (Ireland)=53;20;6;15
Duisburg (Deutschland)=51;25;-6;46
Duluth (MN) (USA)=46;45;92;7
Dunafoldvar (Hungary)=46;48;-18;55
Dunakeszi (Hungary)=47;38;-19;8
Dunaujvaros (Hungary)=46;59;-18;56
Dundalk (Ireland)=54;1;6;25
Dundee (Scotland)=56;28;3;0
Dunedin (New Zealand)=-45;52;-170;30
Dunkerque (France)=50;55;7;55
Durango (Mexico)=24;2;104;40
Durban (South Africa)=-29;55;-30;56
Düsseldorf (Deutschland)=51;12;-6;47
East London (South Africa)=-33;0;-27;55
Eastbourne (Great Britain (UK))=50;46;-0;17
Ede (Nederland)=52;3;-5;40
Edeleny (Hungary)=48;19;-20;45
Edinburgh (Scotland)=55;57;3;13
Eger (Hungary)=47;54;-20;23
Eindhoven (Nederland)=51;26;-5;28
Eisenach (Deutschland)=50;59;-10;19
El Djazair (Algers) (Algeria (Algérie))=36;47;-3;3
El Djelfa (Algeria (Algérie))=34;40;-3;15
El Kaf (Tunisia)=36;11;-8;43
El Paso (TX) (USA)=31;43;106;39
Elblag (Poland (Polska))=54;10;-19;25
Elche (España)=38;15;0;42
Elektrostal' (Russia)=55;47;-32;28
Embrun (France)=44;34;-6;30
Emden (Deutschland)=53;22;-7;12
Emmen (Nederland)=52;47;-7;0
Enna (Italia)=37;34;-14;16
Enschede (Nederland)=52;12;-6;53
Enying (Hungary)=46;56;-18;14
Épernay (France)=49;3;-3;57
Épinal (France)=48;11;-6;27
Ercsi (Hungary)=47;15;-18;54
Erd (Hungary)=47;23;-18;55
Erfurt (Deutschland)=50;58;-11;1
Erlangen (Deutschland)=49;36;-11;1
Erzurum (Türkiye (Turkey))=39;55;-41;17
Escuintla (Guatemala)=14;18;90;47
Eskilstuna (Sverige (Sweden))=59;22;-16;30
Essaouira (Maroc (Morocco))=31;25;9;30
Essen (Deutschland)=51;28;-7;1
Esztergom (Hungary)=47;47;-18;45
Étampes (France)=48;26;-2;9
Evreux (France)=49;1;-1;9
Èvry (France)=48;38;-2;27
Falun (Sverige (Sweden))=60;36;-15;38
Faro (Portugal)=37;1;7;56
Fécamp (France)=49;46;-0;22
Ferrara (Italia)=44;50;-11;35
Fès (Maroc (Morocco))=34;5;4;57
Fianarantsoa (Madagascar)=-21;26;-47;5
Fiesole (Italia)=43;48;-11;18
Figari (France)=41;31;-9;8
Figeac (France)=44;37;-2;2
Firenze (Italia)=43;46;-11;15
Flers (France)=48;45;0;34
Foggia (Italia)=41;27;-15;34
Foix (France)=42;58;-1;37
Foligno (Italia)=42;57;-12;42
Fontainebleau (France)=48;24;-2;42
Font-Romeu (France)=42;30;-2;2
Fonyod (Hungary)=46;45;-17;36
Forbach (France)=49;11;-6;54
Forcalquier (France)=43;58;-5;47
Fortaleza (Brazil)=-3;43;38;30
Fort-De-France (Martinique (France))=14;36;61;5
Fougères (France)=48;21;1;12
Frankfurt am Main (Deutschland)=50;7;-8;40
Frankfurt an der Oder (Deutschland)=52;20;-14;33
Fredrikstad (Norge (Norway))=59;13;-10;57
Freiburg (Fribourg) (Switzerland (Suisse))=46;48;-7;9
Freiburg im Breisgau (Deutschland)=47;59;-7;51
Fréjus (France)=43;26;-6;44
Friedrichshafen (Deutschland)=47;39;-9;28
Frontignan (France)=43;27;-3;45
Fuji (Japan)=35;9;-138;39
Fukui (Japan)=36;4;-136;13
Fukuoka (Japan)=33;35;-130;24
Fuxin (China)=42;8;-121;45
Fuzesabony (Hungary)=47;45;-20;25
Fuzesgyarmat (Hungary)=47;7;-21;13
Fuzhou (China)=28;1;-116;2
Gafsa (Tunisia)=34;25;-8;48
Galway (Ireland)=53;16;9;3
Gandía (España)=38;58;0;11
Ganges (France)=43;56;-3;42
Gap (France)=44;34;-6;5
Gardony (Hungary)=47;12;-18;39
Garmish-Partenkirchen (Deutschland)=47;29;-11;5
Garoua (Cameroun)=9;18;-13;24
Gaspé (Québec (Canada))=48;50;64;29
Gävle (Sverige (Sweden))=60;40;-17;10
Gaya (India)=24;47;-85;0
Gaziantep (Türkiye (Turkey))=37;5;-37;22
Gdansk (Danzig) (Poland (Polska))=54;23;-18;40
Geelong (Australia)=-38;8;-144;21
Gela (Italia)=37;4;-14;15
Genève (Geneva) (Switzerland (Suisse))=46;15;-6;10
Genk (Belgium (Belgique))=50;58;-5;30
Genova (Italia)=44;25;-8;57
Gent (Gand) (Belgium (Belgique))=51;3;-3;43
Gerona (España)=41;58;-2;49
Gevrey-Chambertin (France)=47;14;-4;57
Ghardaïa (Algeria (Algérie))=32;31;-3;37
Gibraltar (España)=36;8;5;21
Gien (France)=47;42;-2;38
Giessen (Deutschland)=50;35;-8;40
Gifu (Japan)=35;25;-135;45
Gijón (España)=43;32;5;40
Gisborne (New Zealand)=-38;40;-178;1
Givet (France)=50;8;-4;50
Glasgow (Scotland)=55;53;4;15
Gliwice (Poland (Polska))=50;17;-18;40
Godollo (Hungary)=47;36;-19;22
Gold Coast (Australia)=-27;58;-153;25
Gomel' (Belarus)=52;25;-31;0
Gorakhpur (India)=26;45;-83;22
Görlitz (Deutschland)=51;9;-14;59
Gorzów Wielkopolski (Poland (Polska))=52;44;-15;15
Gosford (Australia)=-32;26;-151;21
Göteborg (Gothenburg) (Sverige (Sweden))=57;43;-11;58
Göttingen (Deutschland)=51;32;-9;55
Gouda (Nederland)=52;1;-4;43
Grahamstown (South Africa)=-33;19;-26;31
Granada (España)=37;13;3;41
Grasse (France)=43;40;-6;55
Gray (France)=47;27;-5;35
Graz (Austria)=47;5;-15;27
Greenwich Observatory (Great Britain (UK))=51;28;0;0
Grenoble (France)=45;10;-5;43
Gréoux-Les-Bains (France)=43;45;-5;53
Groningen (Nederland)=53;13;-6;33
Grosseto (Italia)=42;46;-11;8
Groznyï (Russia)=43;20;-45;42
Grudziadz (Poland (Polska))=56;6;-23;16
Guadalajara (España)=40;38;3;10
Guadalajara (Mexico)=20;40;103;20
Guarda (Portugal)=40;32;7;16
Guatemala (Guatemala)=14;38;90;31
Guéret (France)=46;10;-1;53
Guillestre (France)=44;40;-6;39
Guingamp (France)=48;34;3;9
Guise (France)=49;54;-3;38
Guiyang (China)=25;46;-112;43
Guntur (India)=16;18;-80;27
Gütersloh (Deutschland)=51;54;-8;23
Gwangju (Korea)=35;31;-126;92
Gyal (Hungary)=47;23;-19;13
Gyomaendrod (Hungary)=46;56;-20;50
Gyongyos (Hungary)=47;47;-19;55
Gyor (Hungary)=47;41;-17;38
Gyula (Hungary)=46;39;-21;17
Haarlem (Nederland)=52;23;-4;38
Hachinohe (Japan)=40;30;-141;29
Hagen (Deutschland)=51;22;-7;28
Haguenau (France)=48;49;-7;47
Hajduboszormeny (Hungary)=47;40;-21;30
Hajduhadhaz (Hungary)=47;41;-21;40
Hajdunanas (Hungary)=47;51;-21;26
Hajduszoboszlo (Hungary)=47;27;-21;24
Hakodate (Japan)=41;45;-140;43
Halifax (Canada)=44;39;63;36
Halle (Deutschland)=51;29;-11;58
Hamamatsu (Japan)=34;42;-137;44
Hamburg (Deutschland)=53;33;-9;59
Hämeenlinna (Finland)=61;0;-24;27
Handan (China)=36;37;-114;29
Hangzhou (China)=30;15;-120;10
Hankin (China)=32;3;-118;47
Hannover (Deutschland)=52;24;-9;44
Harbin (China)=45;45;-126;41
Hartford (CT) (USA)=41;46;72;41
Hastings (New Zealand)=-39;38;-176;51
Hatvan (Hungary)=47;40;-19;41
Haugesund (Norge (Norway))=59;25;-5;18
Hauterive (Québec (Canada))=49;12;68;16
Hazebrouck (France)=50;43;-2;32
Heerenveen (Nederland)=52;57;-5;55
Heerlen (Nederland)=50;54;-5;59
Hefei (China)=31;51;-117;17
Hegang (China)=47;24;-130;22
Heidelberg (Deutschland)=49;25;-8;43
Heidenheim An Der Brenz (Deutschland)=48;40;-10;8
Heilbronn (Deutschland)=49;8;-9;13
Helmond (Nederland)=51;29;-5;40
Helsingborg (Sverige (Sweden))=56;3;-14;42
Helsinki (Finland)=60;10;-24;58
Hengelo (Nederland)=52;15;-6;45
Harderwijk (Nederland)=52;21;-5;36
Hermosillo (Mexico)=29;4;110;58
Heves (Hungary)=47;36;-20;17
Hilversum (Nederland)=52;14;-5;10
Himeji (Japan)=34;49;-134;42
Hirosaki (Japan)=40;35;-140;28
Hiroshima (Japan)=34;24;-132;27
Hirson (France)=49;55;-4;5
Hitachi (Japan)=36;36;-140;39
Hobart (Australia)=-42;53;-147;19
Hodmezovasarhely (Hungary)=46;25;-20;19
Hohhot (China)=40;51;-111;40
Hønefoss (Norge (Norway))=60;10;-10;18
Hoorn (Nederland)=52;38;-5;4
Hospitalet (España)=41;21;-2;6
Houston (TX) (USA)=29;45;95;21
Howrah (India)=22;35;-88;20
Hradec Králové (Czech Republic)=50;12;-15;50
Hsinchu (Taiwan)=24;48;-120;58
Huainan (China)=32;40;-117;0
Huancayo (Peru)=-12;4;75;14
Hubli (India)=15;21;-75;10
Huehuetenango (Guatemala)=15;20;91;28
Huelva (España)=37;16;6;57
Huesca (España)=42;8;0;25
Hyderabad (India)=17;23;-78;29
Hyères (France)=43;7;-6;7
Iaroslavl (Russia)=57;37;-39;52
Iasi (Romania)=47;10;-27;35
Ibiza (España)=38;54;-1;26
Ica (Peru)=-14;4;75;42
Iekaterinbourg (Russia)=56;51;-60;36
Iglesias (Italia)=39;19;-8;32
Ijevsk (Russia)=56;51;-53;14
Imola (Italia)=44;21;-11;42
Incheon (Korea)=37;28;-126;37
Indianapolis (IN) (USA)=39;46;86;9
